CLAVE;NOMBRE;$ LISTA;EMPAQUE;GRANEL;DESC
1010002010;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 2-56 x 3/16;3,75;250;5000;77,00%
1010002020;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 2-56 x 1/4;3,75;250;5000;77,00%
1010002040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 2-56 x 3/8;3,75;250;5000;77,00%
1010002060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 2-56 x 1/2;4,07;250;5000;77,00%
1010002090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 2-56 x 3/4;4,14;250;5000;77,00%
1010003020;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3-48 x 1/4;4,47;250;5000;77,00%
1010003040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3-48 x 3/8;4,77;250;5000;77,00%
1010003060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3-48 x 1/2;4,91;250;5000;77,00%
1010003090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3-48 x 3/4;5,45;250;5000;77,00%
1010020010;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 3/16;2,99;500;5000;77,00%
1010020020;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 1/4;3,01;100;25000;77,00%
1010020030;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 5/16;3,25;500;5000;77,00%
1010020040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 3/8;1,73;100;25000;77,00%
1010020060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 1/2;2,04;100;20000;77,00%
1010020080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 5/8;2,18;100;17500;77,00%
1010020090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 3/4;2,42;100;15000;77,00%
1010020100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 4-40 x 1;2,74;100;12500;77,00%
1010030020;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 1/4;1,96;100;15000;77,00%
1010030040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 3/8;2,05;100;10000;77,00%
1010030060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 1/2;2,08;100;10000;77,00%
1010030080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 5/8;3,16;100;10000;77,00%
1010030090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 3/4;2,33;100;12500;77,00%
1010030100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 1;2,67;100;10000;77,00%
1010030120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 1.1/4;3,05;100;10000;77,00%
1010030160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 1.1/2;3,65;50;6000;77,00%
1010030200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5-40 x 2;4,68;50;5000;77,00%
1010040020;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 1/4;1,76;100;10000;77,00%
1010040030;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 5/16;3,01;250;5000;77,00%
1010040040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 3/8;1,78;100;7500;77,00%
1010040060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 1/2;1,91;100;10000;77,00%
1010040080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 5/8;2,03;100;11000;77,00%
1010040090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 3/4;2,15;100;6000;77,00%
1010040100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 1;2,58;100;6000;77,00%
1010040120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 1.1/4;3,19;50;7000;77,00%
1010040160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 1.1/2;3,92;50;3000;77,00%
1010040200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 6-32 x 2;6,85;50;4000;77,00%
1010050020;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 1/4;1,78;100;8000;77,00%
1010050040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 3/8;1,21;100;8000;77,00%
1010050060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 1/2;1,38;100;8000;78,00%
1010050080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 5/8;1,56;100;8000;78,00%
1010050090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 3/4;1,72;100;4500;78,00%
1010050100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 1;2,07;100;4500;78,00%
1010050120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 1.1/4;2,51;100;4500;78,00%
1010050160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 1.1/2;2,88;100;2400;78,00%
1010050200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 2;3,51;50;2250;78,00%
1010050260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 2.1/2;12,99;50;3000;78,00%
1010050300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 8-32 x 3;16,67;50;2500;78,00%
1010100040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 3/8;1,19;100;8000;78,00%
1010100060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 1/2;1,35;100;4500;78,00%
1010100080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 5/8;1,70;100;4500;78,00%
1010100090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 3/4;1,65;100;4500;78,00%
1010100095;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 7/8;2,25;100;4500;78,00%
1010100100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 1;1,96;100;4500;78,00%
1010100120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 1.1/4;2,66;100;2400;78,00%
1010100160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 1.1/2;2,69;100;2400;78,00%
1010100190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 1.3/4;3,51;100;2400;78,00%
1010100200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 2;3,28;100;1800;78,00%
1010100220;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 2.1/4;5,25;100;2500;78,00%
1010100260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 2.1/2;5,10;100;2000;78,00%
1010100290;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 2-3/4;9,89;125;1250;78,00%
1010100300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 3;7,26;50;1500;78,00%
1010100360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 3.1/2;11,74;50;1250;78,00%
1010100400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 10-24 x 4;13,80;50;1000;78,00%
1010200040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 3/8;1,97;200;3600;78,00%
1010200060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 1/2;2,13;200;3600;78,00%
1010200080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 5/8;2,48;200;2400;78,00%
1010200090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 3/4;2,39;200;2400;78,00%
1010200095;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 7/8;3,24;100;1800;78,00%
1010200100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 1;2,80;200;2400;78,00%
1010200120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 1.1/4;3,25;100;1800;78,00%
1010200160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 1.1/2;3,86;200;1600;78,00%
1010200190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 1.3/4;4,32;200;1600;78,00%
1010200200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 2;5,05;200;1200;78,00%
1010200220;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 2.1/4;6,22;100;1200;78,00%
1010200260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 2.1/2;6,30;100;1000;78,00%
1010200290;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 2.3/4;8,29;100;1200;78,00%
1010200300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 3;7,98;100;1000;78,00%
1010200360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 3.1/2;9,63;100;800;78,00%
1010200400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 4;10,92;100;600;78,00%
1010200460;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 4.1/2;18,03;100;400;78,00%
1010200500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 5;20,29;50;600;78,00%
1010200560;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 5.1/2;22,87;50;600;78,00%
1010200600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/4-20 x 6;26,37;50;600;78,00%
1010300040;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 3/8;5,10;200;2400;78,00%
1010300060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 1/2;3,50;200;2400;78,00%
1010300080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 5/8;4,18;200;2000;78,00%
1010300090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 3/4;3,98;100;1800;78,00%
1010300095;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 7/8;4,94;200;1600;78,00%
1010300100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 1;4,64;200;1600;78,00%
1010300120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 1.1/4;5,46;100;1200;78,00%
1010300160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 1.1/2;6,03;100;1200;78,00%
1010300190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 1.3/4;7,34;100;1000;78,00%
1010300200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 2;7,62;100;800;78,00%
1010300220;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 2.1/4;9,32;100;800;78,00%
1010300260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 2.1/2;9,48;100;800;78,00%
1010300290;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 2.3/4;11,18;100;600;78,00%
1010300300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 3;11,28;100;600;78,00%
1010300360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 3.1/2;13,26;100;500;78,00%
1010300400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 4;15,02;100;500;78,00%
1010300460;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 4.1/2;26,37;50;500;78,00%
1010300500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 5;30,54;50;400;78,00%
1010300560;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 5.1/2;34,29;50;400;78,00%
1010300600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 6;38,61;50;400;78,00%
1010300700;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 7;49,75;25;300;78,00%
1010300800;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/16-18 x 8;64,89;25;300;78,00%
1010400060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 1/2;6,70;100;1800;78,00%
1010400080;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 5/8;6,92;100;1200;78,00%
1010400090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 3/4;6,72;100;1200;78,00%
1010400095;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 7/8;7,90;100;1000;78,00%
1010400100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 1;7,25;100;1000;78,00%
1010400120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 1.1/4;8,48;100;800;78,00%
1010400160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 1.1/2;9,17;100;800;78,00%
1010400190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 1.3/4;11,05;100;600;78,00%
1010400200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 2;11,43;100;600;78,00%
1010400220;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 2.1/4;15,55;100;600;78,00%
1010400260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 2.1/2;14,13;100;500;78,00%
1010400290;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 2.3/4;18,75;50;400;78,00%
1010400300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 3;16,74;100;400;78,00%
1010400360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 3.1/2;19,57;50;300;78,00%
1010400400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 4;22,04;50;300;78,00%
1010400460;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 4.1/2;24,93;50;300;78,00%
1010400500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 5;27,50;50;300;78,00%
1010400560;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 5.1/2;38,26;50;200;78,00%
1010400600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 6;40,48;50;200;78,00%
1010400660;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 6.1/2;46,04;50;200;78,00%
1010400700;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 7;49,44;50;200;78,00%
1010400800;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 8;79,52;25;150;78,00%
1010400900;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 9;313,86;25;125;78,00%
1010401000;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/8-16 x 10;347,27;25;125;78,00%
1010500060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 1/2;25,31;50;700;78,00%
1010500090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 3/4;11,43;100;800;78,00%
1010500100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 1;11,09;100;600;78,00%
1010500120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 1.1/4;13,23;100;600;78,00%
1010500160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 1.1/2;13,81;100;600;78,00%
1010500190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 1.3/4;17,72;100;500;78,00%
1010500200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 2;17,15;100;400;78,00%
1010500260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 2.1/2;20,91;50;300;78,00%
1010500300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 3;24,31;50;300;78,00%
1010500360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 3.1/2;31,72;50;250;78,00%
1010500400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 4;35,64;50;250;78,00%
1010500460;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 4.1/2;41,20;25;150;78,00%
1010500500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 5;47,17;50;200;78,00%
1010500600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 6;59,74;25;150;78,00%
1010500700;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 7/16-14 x 7;81,37;25;150;78,00%
1010600060;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 1/2;36,11;50;600;78,00%
1010600090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 3/4;15,69;50;500;78,00%
1010600100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 1;15,66;75;450;78,00%
1010600120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 1.1/4;17,74;50;400;78,00%
1010600160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 1.1/2;18,90;50;400;78,00%
1010600190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 1.3/4;21,37;50;400;78,00%
1010600200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 2;22,40;50;300;78,00%
1010600220;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 2.1/4;28,84;25;250;78,00%
1010600260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 2.1/2;26,78;25;250;78,00%
1010600290;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 2.3/4;33,99;25;250;78,00%
1010600300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 3;32,14;25;200;78,00%
1010600320;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 3.1/4;43,26;25;200;78,00%
1010600360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 3.1/2;36,15;25;200;78,00%
1010600390;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 3.3/4;59,74;25;175;78,00%
1010600400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 4;40,94;25;150;78,00%
1010600460;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 4.1/2;45,63;25;150;78,00%
1010600500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 5;49,23;25;150;78,00%
1010600560;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 5.1/2;60,36;25;150;78,00%
1010600600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 6;63,29;25;150;78,00%
1010600660;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 6.1/2;78,49;25;150;78,00%
1010600700;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 7;84,46;20;120;78,00%
1010600760;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 7-1/2;118,45;25;100;78,00%
1010600800;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 8;126,69;25;100;78,00%
1010600900;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 9;286,84;10;80;78,00%
1010601000;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 10;309,07;15;60;78,00%
1010601100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 11;416,71;10;50;78,00%
1010601200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 1/2-13 x 12;424,73;10;50;78,00%
1010700100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 1;80,49;75;300;78,00%
1010700120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 1.1/4;89,72;50;200;78,00%
1010700160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 1.1/2;91,02;50;300;78,00%
1010700190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 X 1.3/4;102,96;25;300;78,00%
1010700200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 2;116,43;25;300;78,00%
1010700260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 2.1/2;150,50;25;250;78,00%
1010700300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 3;198,98;25;200;78,00%
1010700360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 3-1/2;226,15;25;150;78,00%
1010700400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 4;202,09;25;150;78,00%
1010700500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 5;223,59;5;125;78,00%
1010700600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 9/16-12 x 6;262,53;10;120;78,00%
1010800100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 1;28,04;50;250;78,00%
1010800120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 1.1/4;31,11;50;300;78,00%
1010800160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 1.1/2;33,94;50;250;78,00%
1010800190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 1.3/4;40,84;25;200;78,00%
1010800200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 2;38,42;25;200;78,00%
1010800220;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 2.1/4;46,60;25;150;78,00%
1010800260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 2.1/2;45,11;25;150;78,00%
1010800290;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 2.3/4;55,16;25;150;78,00%
1010800300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 3;50,68;25;150;78,00%
1010800320;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 3.1/4;79,31;25;125;78,00%
1010800360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 3.1/2;57,78;25;125;78,00%
1010800390;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 3.3/4;92,70;25;100;78,00%
1010800400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 4;65,10;25;125;78,00%
1010800460;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 4.1/2;77,35;25;100;78,00%
1010800500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 5;83,12;25;100;78,00%
1010800560;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 5.1/2;100,94;25;100;78,00%
1010800600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 6;98,88;10;60;78,00%
1010800660;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 6.1/2;112,27;10;60;78,00%
1010800700;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 7;120,51;10;60;78,00%
1010800760;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 7-1/2;183,24;15;60;78,00%
1010800800;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 8;167,89;15;60;78,00%
1010800900;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 9;197,91;10;60;78,00%
1010801000;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 10;217,38;10;40;78,00%
1010801200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 5/8-11 x 12;255,78;10;40;78,00%
1010900090;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 3/4;100,17;25;200;78,00%
1010900100;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 1;70,04;25;100;78,00%
1010900120;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 1.1/4;51,50;25;150;78,00%
1010900160;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 1.1/2;52,12;25;150;78,00%
1010900190;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 1.3/4;61,80;25;150;78,00%
1010900200;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 2;60,20;25;125;78,00%
1010900220;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 2.1/4;70,35;25;125;78,00%
1010900260;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 2.1/2;68,29;25;125;78,00%
1010900290;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 2.3/4;83,43;25;100;78,00%
1010900300;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 3;78,80;25;100;78,00%
1010900320;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 3.1/4;116,39;15;75;78,00%
1010900360;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 3.1/2;89,71;25;100;78,00%
1010900390;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 3.3/4;147,29;25;75;78,00%
1010900400;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 4;99,91;20;80;78,00%
1010900460;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 4.1/2;107,12;10;60;78,00%
1010900500;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 5;121,03;10;60;78,00%
1010900560;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 5.1/2;144,20;10;60;78,00%
1010900600;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 6;151,41;10;60;78,00%
1010900660;TORNILLO SOCKET CABEZA/CILINDRO NEGRO NC - 3/4-10 x 6.1/2;185,40;10;40;78,00%
