CLAVE;NOMBRE;$ LISTA;EMPAQUE;GRANEL;DESC
1180800200;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 2;85,61;25;150;81,00%
1180800260;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 2.1/2;97,74;20;120;81,00%
1180800300;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 3;109,85;20;100;81,00%
1180800360;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 3.1/2;121,96;10;100;81,00%
1180800400;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 4;134,09;10;100;81,00%
1180800460;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 4.1/2;146,19;10;80;81,00%
1180800500;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 5;158,3;10;60;81,00%
1180800560;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 5.1/2;170,41;10;60;81,00%
1180800600;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 5/8-11 X 6;189,74;10;60;81,00%
1180900160;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 1.1/2;190,12;5;120;81,00%
1180900190;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 1.3/4;199,25;5;120;81,00%
1180900200;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 2;138,15;10;100;81,00%
1180900260;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 2.1/2;153,07;10;120;81,00%
1180900300;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 3;178,49;5;90;81,00%
1180900360;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 3.1/2;197,82;5;70;81,00%
1180900400;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 4;216,39;5;70;81,00%
1180900460;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 4.1/2;235,95;5;60;81,00%
1180900500;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 5;256,74;3;60;81,00%
1180900560;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 5.1/2;282,42;5;50;81,00%
1180900600;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 NEGRO 3/4-10 X 6;308,08;3;45;81,00%
1190200060;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/4-20 X 1/2;15,64;20;2500;77,00%
1190200090;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/4-20 X 3/4;15,97;20;2500;77,00%
1190200100;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/4-20 X 1;16,38;20;2500;77,00%
1190200120;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/4-20 X 1.1/4;19,44;20;1200;77,00%
1190200160;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/4-20 X 1.1/2;22,97;20;1200;77,00%
1190200200;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/4-20 X 2;28,95;20;1200;77,00%
1190300090;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/16-18 X 3/4;21,82;20;2000;77,00%
1190300100;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/16-18 X 1;25,61;20;1200;77,00%
1190300120;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/16-18 X 1.1/4;30,71;20;1200;77,00%
1190300160;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/16-18 X 1.1/2;36,04;20;1200;77,00%
1190300200;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/16-18 X 2;45,54;20;1000;77,00%
1190300260;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/16-18 X 2.1/2;56,84;20;500;77,00%
1190300300;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/16-18 X 3;69,6;20;500;77,00%
1190400090;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 3/4;38,83;20;1000;77,00%
1190400100;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 1;39,24;20;1000;77,00%
1190400120;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 1.1/4;41,5;20;1000;77,00%
1190400160;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 1.1/2;44,02;20;900;77,00%
1190400190;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 1.3/4;48,26;20;800;77,00%
1190400200;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 2;56,8;20;700;77,00%
1190400220;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 2.1/4;65,03;20;360;77,00%
1190400260;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 2.1/2;69,59;10;500;77,00%
1190400300;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 3;90,86;10;500;77,00%
1190400360;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 3.1/2;108,36;10;400;77,00%
1190400400;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/8-16 X 4;123,38;10;300;77,00%
1190500100;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 1;77,44;10;700;77,00%
1190500120;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 1.1/4;77,93;10;600;77,00%
1190500160;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 1.1/2;81,38;10;600;77,00%
1190500190;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 1.3/4;84,26;10;500;77,00%
1190500200;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 2;93,2;10;500;77,00%
1190500260;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 2.1/2;108,83;10;400;77,00%
1190500300;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 3;121,21;10;300;77,00%
1190500360;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 3.1/2;144,46;5;250;77,00%
1190500400;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 7/16-14 X 4;157,45;5;250;77,00%
1190600100;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 1;86,03;10;500;77,00%
1190600120;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 1.1/4;86,67;10;500;77,00%
1190600160;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 1.1/2;98,46;10;400;77,00%
1190600200;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 2;109,6;10;300;77,00%
1190600260;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 2.1/2;126,1;10;300;77,00%
1190600300;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 3;140,83;10;250;77,00%
1190600360;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 3.1/2;163,99;5;200;77,00%
1190600400;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 4;187,78;5;200;77,00%
1190600460;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 4.1/2;208,79;5;150;77,00%
1190600500;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 5;229,97;5;150;77,00%
1190600560;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 5.1/2;251,06;5;125;77,00%
1190600600;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 1/2-13 X 6;316,18;5;125;77,00%
1190800120;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 1.1/4;147,6;5;250;77,00%
1190800160;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 1.1/2;149,03;5;250;77,00%
1190800190;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 1.3/4;154,53;5;200;77,00%
1190800200;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 2;159,8;5;200;77,00%
1190800220;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 2.1/4;178,04;5;200;77,00%
1190800260;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 2.1/2;193,29;5;175;77,00%
1190800300;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 3;223,55;5;150;77,00%
1190800360;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 3.1/2;257,16;5;125;77,00%
1190800400;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 4;293,1;5;125;77,00%
1190800460;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 4.1/2;373,27;2;100;77,00%
1190800500;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 5;396,59;2;100;77,00%
1190800560;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 5.1/2;430,03;2;80;77,00%
1190800600;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 5/8-11 X 6;470,15;2;80;77,00%
1190900160;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 1.1/2;262,43;2;160;77,00%
1190900190;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 1.3/4;281,19;2;140;77,00%
1190900200;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 2;294,71;2;120;77,00%
1190900260;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 2.1/2;319,44;2;120;77,00%
1190900300;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 3;368,66;2;100;77,00%
1190900360;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 3.1/2;417,97;2;80;77,00%
1190900400;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 4;431,52;2;60;77,00%
1190900460;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 4.1/2;475,86;2;60;77,00%
1190900500;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 5;505,72;2;60;77,00%
1190900560;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 5.1/2;535,52;2;60;77,00%
1190900600;TORNILLO FLANGE 12 PUNTAS GR-8 NEGRO 3/4-10 X 6;605,42;2;60;77,00%
1210600120;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1/2-13 x 1-1/4;15,04;N/A;400;78,00%
1210600160;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1/2 x 1-1/2;16,81;N/A;450;78,00%
1210600190;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1/2-13 x 1-3/4;18,58;N/A;350;78,00%
1210600200;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1/2 x 2;20,34;N/A;370;78,00%
1210600260;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1/2-13 x 2-1/2;24,18;N/A;270;78,00%
1210600290;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1/2-13 x 2-3/4;25,95;N/A;250;78,00%
1210600300;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1/2-13 x 3;27,72;N/A;240;78,00%
1210800160;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 1-1/2;28,3;N/A;270;78,00%
1210800190;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8 x 1-3/4;31,26;N/A;240;78,00%
1210800200;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 2;34,2;N/A;220;78,00%
1210800220;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 2-1/4;37,44;N/A;220 T;78,00%
1210800260;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 2-1/2;39,8;N/A;190;78,00%
1210800290;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 2-3/4;42,76;N/A;170;78,00%
1210800300;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 3;45,7;N/A;160;78,00%
1210800320;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 3-1/4;48,65;N/A;140;78,00%
1210800360;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 3-1/2;51,3;N/A;140;78,00%
1210800400;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 5/8-11 x 4;57,2;N/A;130;78,00%
1210900160;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 1-1/2;43,93;N/A;145;78,00%
1210900200;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 2;52,18;N/A;140;78,00%
1210900220;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 2-1/4;56,31;N/A;130;78,00%
1210900260;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 2-1/2;60,44;N/A;120;78,00%
1210900290;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 2-3/4;64,87;N/A;115;78,00%
1210900300;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 3;68,99;N/A;110;78,00%
1210900320;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 3-1/4;73,12;N/A;90;78,00%
1210900360;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 3-1/2;77,25;N/A;95;78,00%
1210900390;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 3-3/4;81,37;N/A;80;78,00%
1210900400;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 3/4-10 x 4;85,5;N/A;85;78,00%
1210950200;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 7/8-9 x 2;74,66;N/A;100;78,00%
1210950220;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 7/8-9 x 2-1/4;80,22;N/A;90;78,00%
1210950260;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 7/8-9 x 2-1/2;85,75;N/A;85;78,00%
1210950290;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 7/8-9 x 2-3/4;91,29;N/A;80;78,00%
1210950300;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 7/8-9 x 3;96,84;N/A;75;78,00%
1210950360;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 7/8-9 x 3-1/2;107,34;N/A;65;78,00%
1210950400;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 7/8-9 x 4;119,29;N/A;55 T;78,00%
1211000200;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1-8 x 2;101,21;N/A;70;78,00%
1211000220;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1-8 x 2-1/4;107,64;N/A;70;78,00%
1211000260;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1-8 x 2-1/2;115,79;N/A;65;78,00%
1211000290;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1-8 x 2-3/4;122,21;N/A;60;78,00%
1211000300;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1-8 x 3;130,38;N/A;55;78,00%
1211000360;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1-8 x 3-1/2;143,5;N/A;50;78,00%
1211000400;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1 x 4;158,08;N/A;45;78,00%
1211000460;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1 x 4-1/2;172,67;N/A;40;78,00%
1211000500;TORNILLO CABEZA/HEXAGONAL. A-325 GIC - 1-8 x 5;187,25;N/A;40;78,00%
1212000001;FERULA DE CERAMICA P/PERNO NELSON;4,97;50;400;77,00%
1212090310;PERNO NELSON 3/4 X 3-3/16;65,11;N/A;125;77,00%
1212090410;PERNO NELSON 3/4 X 4-3/16;80,79;N/A;100;77,00%
1220200090;TORNILLO CABEZA. ELEVADOR NEGRO - 1/4-20 x 3/4;7,35;N/A;1450;77,00%
1220200100;TORNILLO CABEZA. ELEVADOR NEGRO - 1/4-20 x 1;7,79;N/A;1350;77,00%
1220200120;TORNILLO CABEZA. ELEVADOR NEGRO - 1/4-20 x 1-1/4;7,87;N/A;1250;77,00%
1220200160;TORNILLO CABEZA. ELEVADOR NEGRO - 1/4-20 x 1-1/2;8,6;N/A;1150;77,00%
1220200200;TORNILLO CABEZA. ELEVADOR NEGRO - 1/4-20 x 2;9,7;N/A;1000;77,00%
1220200260;TORNILLO CABEZA. ELEVADOR NEGRO - 1/4-20 x 2-1/2;11,25;N/A;850;77,00%
1220200300;TORNILLO CABEZA. ELEVADOR NEGRO - 1/4-20 x 3;12,57;N/A;700;77,00%
1220300090;TORNILLO CABEZA. ELEVADOR NEGRO - 5/16-18 x 3/4 NUEVO;0;;;77,00%
1220300100;TORNILLO CABEZA. ELEVADOR NEGRO - 5/16-18 x 1;11,03;N/A;900;77,00%
1220300120;TORNILLO CABEZA. ELEVADOR NEGRO - 5/16-18 x 1-1/4;12,44;N/A;800;77,00%
1220300160;TORNILLO CABEZA. ELEVADOR NEGRO - 5/16-18 x 1-1/2;12,98;N/A;700;77,00%
1220300200;TORNILLO CABEZA. ELEVADOR NEGRO - 5/16-18 x 2;15,36;N/A;600;77,00%
1220400100;TORNILLO CABEZA. ELEVADOR NEGRO - 3/8-16 x 1;17,25;N/A;750;77,00%
1220400120;TORNILLO CABEZA. ELEVADOR NEGRO - 3/8-16 x 1-1/4;19,47;N/A;650;77,00%
1220400160;TORNILLO CABEZA. ELEVADOR NEGRO - 3/8-16 x 1-1/2;21,2;N/A;600;77,00%
1220400200;TORNILLO CABEZA. ELEVADOR NEGRO - 3/8-16 x 2;24,23;N/A;500;77,00%
1220400260;TORNILLO CABEZA. ELEVADOR NEGRO - 3/8-16 x 2-1/2;27,25;N/A;450;77,00%
1220400300;TORNILLO CABEZA. ELEVADOR NEGRO - 3/8-16 x 3;30,61;N/A;400;77,00%
1221200100;TORNILLO CABEZA. ELEVADOR GALV - 1/4-20 X 1;8,44;N/A;1350;77,00%
1221200120;TORNILLO CABEZA. ELEVADOR GALV - 1/4-20 X 1-1/4;8,89;N/A;1250;77,00%
1221200160;TORNILLO CABEZA. ELEVADOR GALV - 1/4-20 X 1-1/2;9,77;N/A;1150;77,00%
1221200200;TORNILLO CABEZA. ELEVADOR GALV - 1/4-20 X 2;11,12;N/A;1000;77,00%
1221300090;TORNILLO CABEZA. ELEVADOR GALV - 5/16-18 x 3/4 NUEVO;11,56;N/A;1000;77,00%
1221300100;TORNILLO CABEZA. ELEVADOR GALV - 5/16-18 X 1;12,99;N/A;900;77,00%
1221300120;TORNILLO CABEZA. ELEVADOR GALV - 5/16-18 X 1-1/4;14,1;N/A;800;77,00%
1221300160;TORNILLO CABEZA. ELEVADOR GALV - 5/16-18 X 1-1/2;15,33;N/A;700;77,00%
1221300200;TORNILLO CABEZA. ELEVADOR GALV - 5/16-18 X 2;18,21;N/A;600;77,00%
1221300260;TORNILLO CABEZA. ELEVADOR GALV - 5/16-18 x 2-1/2 NUEVO;19,36;N/A;500;77,00%
1221300300;TORNILLO CABEZA. ELEVADOR GALV - 5/16-18 x 3 NUEVO;21,42;N/A;400;77,00%
1221400090;TORNILLO CABEZA. ELEVADOR GALV - 3/8-16 x 3/4 NUEVO;0;N/A;850;77,00%
1221400100;TORNILLO CABEZA. ELEVADOR GALV - 3/8-16 x 1 NUEVO;17,82;N/A;750;77,00%
1221400120;TORNILLO CABEZA. ELEVADOR GALV - 3/8-16 X 1-1/4;21,18;N/A;650;77,00%
1221400160;TORNILLO CABEZA. ELEVADOR GALV - 3/8-16 X 1-1/2;23,13;N/A;600;77,00%
1221400200;TORNILLO CABEZA. ELEVADOR GALV - 3/8-16 X 2;26,47;N/A;500;77,00%
1221400260;TORNILLO CABEZA. ELEVADOR GALV - 3/8-16 X 2-1/2;29,73;N/A;450;77,00%
1221400300;TORNILLO CABEZA. ELEVADOR GALV - 3/8-16 x 3 NUEVO;31,83;N/A;400;77,00%
1230400100;TORNILLO ARADO Gr-5 - 3/8 -16 x 1;6,86;150;1500;77,00%
1230400120;TORNILLO ARADO Gr-5 - 3/8 -16 x 1-1/4;7,77;130;1300;77,00%
1230400160;TORNILLO ARADO Gr-5 - 3/8 -16 x 1-1/2;8,7;110;1100;77,00%
1230400200;TORNILLO ARADO Gr-5 - 3/8 -16 x 2;10,62;80;800;77,00%
1230400300;TORNILLO ARADO Gr-5 - 3/8 -16 x 3;14,45;50;500;77,00%
1230500160;TORNILLO ARADO Gr-5 - 7/16 -14 x 1-1/2;13,05;70;700;77,00%
1230500200;TORNILLO ARADO Gr-5 - 7/16 -14 x 2;15,66;55;550;77,00%
1230500260;TORNILLO ARADO Gr-5 - 7/16 -14 x 2-1/2;18,28;45;450;77,00%
1230500300;TORNILLO ARADO Gr-5 - 7/16 -14 x 3;20,89;40;400;77,00%
1230500360;TORNILLO ARADO Gr-5 - 7/16 -14 x 3-1/2;23,49;35;350;77,00%
1230600160;TORNILLO ARADO Gr-5 - 1/2-13 x 1-1/2;17,4;50;500;77,00%
1230600200;TORNILLO ARADO Gr-5 - 1/2-13 x 2;20,19;45;450;77,00%
1230600260;TORNILLO ARADO Gr-5 - 1/2 -13 x 2-1/2;23,34;50;300;77,00%
1230600300;TORNILLO ARADO Gr-5 - 1/2-13 x 3;27,15;35;350;77,00%
1230600360;TORNILLO ARADO Gr-5 - 1/2 -13 x 3-1/2;30,02;40;240;77,00%
1230600400;TORNILLO ARADO Gr-5 - 1/2 -13 x 4;33,44;40;240;77,00%
1230600500;TORNILLO ARADO Gr-5 - 1/2 -13 x 5;40,4;35;210;77,00%
1230800200;TORNILLO ARADO Gr-5 - 5/8-11 x 2;35,94;35;210;77,00%
1230800220;TORNILLO ARADO Gr-5 - 5/8-11 x 2-1/4;38,34;35;210;77,00%
1230800260;TORNILLO ARADO Gr-5 - 5/8-11 x 2-1/2;41,08;30;180;77,00%
1230800300;TORNILLO ARADO Gr-5 - 5/8-11 x 3;46,55;25;150;77,00%
1230800360;TORNILLO ARADO Gr-5 - 5/8-11 x 3-1/2;52,04;25;150;77,00%
1230800400;TORNILLO ARADO Gr-5 - 5/8 -11 x 4;57,15;25;150;77,00%
1230800460;TORNILLO ARADO Gr-5 - 5/8 -11 x 4-1/2;62,29;25;150;77,00%
1230800500;TORNILLO ARADO Gr-5 - 5/8 -11 x 5;68,11;20;180;77,00%
1230900200;TORNILLO ARADO Gr-5 - 3/4-10 X 2;53,4;20;120;77,00%
1230900260;TORNILLO ARADO Gr-5 - 3/4-10 X 2-1/2;59,9;20;120;77,00%
1230900300;TORNILLO ARADO Gr-5 - 3/4-10 X 3;66,74;15;90;77,00%
1230900360;TORNILLO ARADO Gr-5 - 3/4 -10 x 3-1/2;77,01;15;90;77,00%
1230900400;TORNILLO ARADO Gr-5 - 3/4 -10 x 4;86,94;15;90;77,00%
1230900460;TORNILLO ARADO Gr-5 - 3/4 -10 x 4-1/2;93,09;15;90;77,00%
1230900500;TORNILLO ARADO Gr-5 - 3/4 -10 x 5;100,63;10;60;77,00%
1231000360;TORNILLO ARADO Gr-5 - 1-8 X 3-1/2;176,47;10;50;77,00%
1231030220;TORNILLO FUSIBLE GR5 - 5/16X1/4-20X2-1/4;8,38;100;1000;77,00%
1231040220;TORNILLO FUSIBLE GR8 - 3/8X5/16-18X2-1/4;14,61;100;600;77,00%
1231108056;PERNO AGRICOLA 5/8 X 5-1/2;95,37;10;90;77,00%
1231109040;PERNO AGRICOLA 3/4 X 4;112,81;10;80;77,00%
1231109056;PERNO AGRICOLA 3/4 X 5-1/2;143,04;10;60;77,00%
1231109546;PERNO AGRICOLA 7/8 X 4-1/2;160,83;10;50;77,00%
1231109556;PERNO AGRICOLA 7/8 X 5-1/2;188,23;5;40;77,00%
1231110046;PERNO AGRICOLA 1 X 4-1/2;203,89;5;40;77,00%
1231110056;PERNO AGRICOLA 1 X 5-1/2;239,48;5;35;77,00%
1231110060;PERNO AGRICOLA 1 X 6;256,19;5;35;77,00%
1231110066;PERNO AGRICOLA 1 X 6-1/2;274,7;5;30;77,00%
1231111146;PERNO AGRICOLA 1 1/8 X 4-1/2;272,22;5;30;77,00%
1231111156;PERNO AGRICOLA 1 1/8 X 5-1/2;319,19;5;30;77,00%
1231111166;PERNO AGRICOLA 1 1/8 X 6-1/2;366,15;5;25;77,00%
1231700020;SEGURO ARGOLLA DE 1/4;24,44;50;500;77,00%
1231700030;SEGURO ARGOLLA DE 5/16;31,1;50;500;77,00%
1231700040;SEGURO ARGOLLA DE 3/8;36,55;30;300;77,00%
1231700050;SEGURO ARGOLLA DE 7/16;44,56;40;400;77,00%
1231800160;TORNILLO ARADO Gr-5 GALV - 5/8-11 X 1-1/2;32,93;35;280;77,00%
1231800200;TORNILLO ARADO Gr-5 GALV - 5/8-11 X 2;38,34;30;240;77,00%
1250200000;TUERCA HEX GR-2 NEGRA 1/4-20;1,25;N/A;8000;86,00%
1250300000;TUERCA HEX GR-2 NEGRA 5/16-18;1,80;N/A;6000;86,00%
1250400000;TUERCA HEX GR-2 NEGRA 3/8-16;2,59;N/A;4000;86,00%
1250500000;TUERCA HEX GR-2 NEGRA 7/16-14;4,67;N/A;2000;86,00%
1250600000;TUERCA HEX GR-2 NEGRA 1/2-13;6,26;N/A;1500;86,00%
1250700000;TUERCA HEX GR-2 NEGRA 9/16-12;10,28;N/A;800;86,00%
1250800000;TUERCA HEX GR-2 NEGRA 5/8-11;12,63;N/A;800;86,00%
1250900000;TUERCA HEX GR-2 NEGRA 3/4-10;20,52;N/A;500;86,00%
1250950000;TUERCA HEX GR-2 NEGRA 7/8-9;33,27;N/A;300;86,00%
1251000000;TUERCA HEX GR-2 NEGRA 1-8;49,96;N/A;200;86,00%
1251100000;TUERCA HEX GR-2 NEGRA 1.1/8-7;74,82;N/A;137;86,00%
1251200000;TUERCA HEX GR-2 NEGRA 1.1/4-7;98,88;N/A;100;86,00%
1251400000;TUERCA HEX GR-2 NEGRA 1.3/8;142,66;N/A;65;86,00%
1251600000;TUERCA HEX GR-2 NEGRA 1.1/2-6;185,40;N/A;50;86,00%
1252000000;TUERCA HEX GR-2 NEGRA 2-4.5;432,60;N/A;25;86,00%
1252600000;TUERCA HEX GR-2 NEGRA 2.1/2-4;896,10;N/A;10;86,00%
1253000000;TUERCA HEX GR-2 NEGRA 3' -4;1730,40;N/A;6;86,00%
1254000200;TUERCA HEX GR-2 NEGRA EMP 1/4-20;1,25;2000;8000;83,00%
1254000300;TUERCA HEX GR-2 NEGRA EMP 5/16-18;1,80;1500;6000;83,00%
1254000400;TUERCA HEX GR-2 NEGRA EMP 3/8-16;2,59;1000;4000;83,00%
1254000500;TUERCA HEX GR-2 NEGRA EMP 7/16-14;4,67;500;2000;83,00%
1254000600;TUERCA HEX GR-2 NEGRA EMP 1/2-13;6,26;375;1500;83,00%
1254000700;TUERCA HEX GR-2 NEGRA EMP 9/16-12;10,28;200;800;83,00%
